Gss year for this respondent                       ,Respondent income in constant dollars,Family income in constant dollars,Those in need have to take care of themselves,R has given money to a charity,R done volunteer work for a charity,Others misfortunes do not disturb r,R feels protective towards people taken advantage,R does not feel very sorry for people having pro,R have tender feeling for people less fortunate,Highest year of school completed,Age of respondent,Marital status,Respondent id number,Ballot used for interview
2004,93615,151053,Strongly agree,Once a week,More than once a week,2,4,2,4,12,52,Married,1282,Ballot a
2004,63190,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,43,Divorced,1283,Ballot b
2004,25744,25744,Agree,Once in the past year,Not at all in the past year,3,Describes very well,3,Describes very well,12,54,Never married,1284,Ballot b
2004,25744,25744,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,11,54,Divorced,1285,Ballot c
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,73,Married,1286,Ballot a
2004,0,151053,Disagree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,16,48,Married,1287,Ballot b
2004,0,25744,Disagree,Once a month,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,2,4,14,60,Divorced,1288,Ballot c
2004,0,30425,Neither agree nor disagree,Once a month,Not at all in the past year,2,4,3,3,14,27,Never married,1289,Ballot a
2004,63190,63190,Neither agree nor disagree,At least 2 or 3 times in the past year,Once a month,2,Describes very well,Does not describe very well,4,20,34,Never married,1290,Ballot b
2004,5149,25744,Disagree,Once in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,4,14,30,Married,1291,Ballot c
2004,35106,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17,42,Widowed,1292,Ballot c
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,44,Married,1293,Ballot b
2004,22234,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,45,Married,1294,Ballot b
2004,0,42127,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,4,2,Describes very well,16,27,Married,1295,Ballot b
2004,0,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,70,Married,1296,Ballot c
2004,155374,151053,Agree,Not at all in the past year,Not at all in the past year,2,4,2,Describes very well,19,43,Married,1297,Ballot c
2004,30425,30425,Agree,At least 2 or 3 times in the past year,Once in the past year,2,Describes very well,3,4,14,34,Never married,1298,Ballot b
2004,22234,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,32,Never married,1299,Ballot b
2004,19893,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,26,Divorced,1300,Ballot a
2004,0,12872,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,Describes very well,Describes very well,3,Describes very well,13,52,Married,1301,Ballot c
2004,0,12872,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,79,Widowed,1302,Ballot c
2004,22234,42127,Neither agree nor disagree,Not at all in the past year,Not at all in the past year,3,4,3,2,12,31,Widowed,1303,Ballot a
2004,0,0,Agree,Not at all in the past year,Once in the past year,3,Describes very well,3,Describes very well,14,54,Separated,1304,Ballot c
2004,22234,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,60,Widowed,1305,Ballot c
2004,0,25744,Disagree,Once a month,Once in the past year,2,4,3,4,13,72,Married,1306,Ballot b
2004,0,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,62,Widowed,1307,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,21,Never married,1308,Ballot a
2004,0,17553,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,2,4,2,Describes very well,12,63,Married,1309,Ballot c
2004,8425,10532,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,23,Never married,1310,Ballot c
2004,63190,63190,Agree,Once a month,At least 2 or 3 times in the past year,2,Describes very well,3,4,16,36,Married,1311,Ballot a
2004,19893,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,65,Married,1312,Ballot c
2004,15213,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,41,Married,1313,Ballot a
2004,0,151053,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,2,Describes very well,2,Describes very well,15,38,Married,1314,Ballot a
2004,0,6085,Strongly agree,Once a month,Once a month,3,4,Does not describe very well,Describes very well,15,21,Never married,1315,Ballot a
2004,35106,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,42,Married,1316,Ballot b
2004,12872,22234,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,4,4,2,4,16,44,Married,1317,Ballot c
2004,30425,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,45,Married,1318,Ballot a
2004,6085,35106,Strongly agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,4,Does not describe very well,Describes very well,15,34,Married,1319,Ballot a
2004,0,8425,Disagree,Once in the past year,Not at all in the past year,2,Describes very well,Does not describe very well,Describes very well,9,79,Widowed,1320,Ballot b
2004,63190,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,35,Married,1321,Ballot c
2004,30425,51488,Strongly agree,Once a week,Not at all in the past year,2,Describes very well,4,4,14,39,Divorced,1322,Ballot b
2004,30425,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,25,Never married,1323,Ballot a
2004,25744,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,27,Married,1324,Ballot b
2004,0,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,20,Married,1325,Ballot c
2004,22234,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,48,Married,1326,Ballot a
2004,35106,35106,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,47,Married,1327,Ballot b
2004,0,19893,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,72,Married,1328,Ballot b
2004,12872,35106,Agree,Not at all in the past year,Not at all in the past year,4,Describes very well,4,3,16,21,Never married,1329,Ballot a
2004,42127,42127,Neither agree nor disagree,At least 2 or 3 times in the past year,Not at all in the past year,2,4,3,3,12,63,Married,1330,Ballot c
2004,0,0,Strongly agree,Once a week,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,67,Married,1331,Ballot a
2004,30425,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,33,Married,1332,Ballot a
2004,0,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,62,Married,1333,Ballot c
2004,0,151053,Agree,At least 2 or 3 times in the past year,Once a week,Does not describe very well,Describes very well,3,Describes very well,16,48,Married,1334,Ballot c
2004,93615,93615,Strongly agree,At least 2 or 3 times in the past year,Not at all in the past year,3,4,3,4,16,41,Married,1335,Ballot b
2004,0,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,51,Married,1336,Ballot b
2004,0,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,35,Married,1337,Ballot c
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,51,Divorced,1338,Ballot b
2004,63190,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,41,Married,1339,Ballot c
2004,0,42127,Disagree,Once in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,36,Separated,1340,Ballot c
2004,77233,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,55,Married,1341,Ballot a
2004,1872,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11,18,Never married,1342,Ballot b
2004,6085,30425,Neither agree nor disagree,Once a week,Once a week,Does not describe very well,Describes very well,2,4,13,48,Married,1343,Ballot a
2004,1872,25744,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,19,Never married,1344,Ballot b
2004,0,77233,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,27,Never married,1345,Ballot b
2004,0,468,Dont know,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Does not describe very well,2,12,19,Never married,1346,Ballot c
2004,0,6085,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,67,Never married,1347,Ballot b
2004,0,6085,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,24,Never married,1348,Ballot c
2004,4213,4213,Disagree,Not at all in the past year,Not at all in the past year,2,4,4,4,12,28,Never married,1349,Ballot a
2004,0,51488,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,71,Never married,1350,Ballot a
2004,17553,17553,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,42,Never married,1351,Ballot c
2004,0,30425,Disagree,Once a week,Not at all in the past year,Does not describe very well,3,Does not describe very well,Describes very well,12,67,Widowed,1352,Ballot a
2004,30425,30425,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13,48,Divorced,1353,Ballot a
2004,155374,151053,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,42,Married,1354,Ballot c
2004,42127,63190,Agree,At least 2 or 3 times in the past year,Not at all in the past year,4,Describes very well,Does not describe very well,Describes very well,14,44,Divorced,1355,Ballot a
2004,51488,51488,Strongly agree,Once a week,Once a month,4,4,2,4,12,43,Married,1356,Ballot a
2004,0,0,Neither agree nor disagree,Not at all in the past year,At least 2 or 3 times in the past year,Does not describe very well,Describes very well,Describes very well,Describes very well,12,80,Married,1357,Ballot c
2004,0,0,Disagree,Once in the past year,Not at all in the past year,2,2,2,3,12,78,Widowed,1358,Ballot b
2004,22234,22234,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,31,Never married,1359,Ballot a
2004,93615,93615,Agree,At least 2 or 3 times in the past year,Not at all in the past year,Does not describe very well,Describes very well,Does not describe very well,Describes very well,12,55,Divorced,1360,Ballot b
2004,30425,30425,Agree,Once in the past year,Not at all in the past year,3,4,2,4,12,42,Married,1361,Ballot b
2004,17553,63190,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,67,Married,1362,Ballot b
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8,67,Married,1363,Ballot c
2004,0,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14,58,Married,1364,Ballot b
2004,63190,93615,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16,38,Married,1365,Ballot b
2004,0,63190,Neither agree nor disagree,At least 2 or 3 times in the past year,Once in the past year,Does not describe very well,4,2,Describes very well,12,34,Married,1366,Ballot c
2004,63190,77233,Agree,Once a month,Once a month,Does not describe very well,4,2,4,16,47,Married,1367,Ballot c
2004,0,51488,Agree,Once a month,Not at all in the past year,2,Describes very well,3,Describes very well,17,65,Married,1368,Ballot a
2004,63190,151053,Agree,At least 2 or 3 times in the past year,At least 2 or 3 times in the past year,3,Describes very well,3,3,15,52,Married,1369,Ballot b
